Posicoes do VANT [X Y Z qX qY qZ qW]

[
 5.85468e-321 0 6.92806e-310 -nan -nan -nan -nan;
 -1.98232 2.14701 8.02669 -0.00107539 0.0129668 0.999915 7.55693e-05;
 -1.98232 2.14701 8.02669 -0.00107539 0.0129668 0.999915 7.55693e-05;
 -1.98252 2.14706 8.02592 -0.00115724 0.0129916 0.999915 7.39256e-05;
 -1.98276 2.14654 8.025 -0.00113044 0.0129554 0.999915 -2.14949e-06;
 -1.98323 2.14391 8.0245 0.00173411 0.0157569 0.999874 -0.000252207;
 -1.98195 2.14492 8.03028 0.0333546 0.0516913 0.998103 -0.0024972;
 -1.98038 2.14344 8.03298 0.0417786 0.0629026 0.99714 -0.00312026;
 -1.97786 2.1406 8.03505 0.0572093 0.0859482 0.994646 -0.00438239;
 -1.85553 2.04769 8.04536 -0.0540227 -0.0359018 0.997862 -0.0080063;
 -1.85553 2.04769 8.04536 -0.0540227 -0.0359018 0.997862 -0.0080063;
 -1.83915 2.03618 8.04593 -0.0636895 -0.0555896 0.996383 -0.00861482;
 -1.83349 2.03462 8.04579 -0.0622103 -0.0587993 0.996289 -0.00900737;
 -1.82874 2.03365 8.04705 -0.0473835 -0.0479426 0.997677 -0.00983159;
 -1.82874 2.03365 8.04705 -0.0473835 -0.0479426 0.997677 -0.00983159;
 -1.82646 2.03336 8.04965 -0.0339252 -0.0360801 0.998717 -0.0105289;
 -1.82495 2.033 8.05265 -0.0031888 -0.00426215 0.999909 -0.0123857;
 -1.82182 2.03092 8.0575 0.0347115 0.0454271 0.99825 -0.0151202;
 -1.70563 1.95101 8.06196 -0.0455206 -0.0264213 0.998411 -0.0201205;
 -1.70563 1.95101 8.06196 -0.0455206 -0.0264213 0.998411 -0.0201205;
 -1.69645 1.94692 8.06133 -0.0541071 -0.0426269 0.997419 -0.02025;
 -1.68722 1.94283 8.06071 -0.0574181 -0.0526346 0.996754 -0.02034;
