Posicoes do VANT [X Y Z qX qY qZ qW]

[
 5.85468e-321 0 6.90142e-310 -nan -nan -nan -nan;
 1.92596 2.26697 8.11643 -0.00632593 0.0131742 0.999893 0.000196994;
 1.92596 2.26697 8.11643 -0.00632593 0.0131742 0.999893 0.000196994;
 1.92596 2.26697 8.11643 -0.00632593 0.0131742 0.999893 0.000196994;
 1.92606 2.26004 8.11454 -0.00593615 0.0129201 0.999899 0.000253429;
 1.92332 2.25917 8.12185 0.0133718 -0.0147921 0.9998 0.00124122;
 1.9195 2.25343 8.13247 0.0319984 -0.0468368 0.998387 0.00230931;
 1.79435 2.16858 8.17554 -0.0419562 0.0247461 0.998786 0.00735698;
 1.79435 2.16858 8.17554 -0.0419562 0.0247461 0.998786 0.00735698;
 1.76895 2.15284 8.18297 -0.06948 0.071167 0.995 0.00913196;
 1.75023 2.14002 8.18947 -0.0722702 0.0846135 0.993739 0.0100374;
 1.73378 2.12967 8.20324 -0.0217444 0.0424498 0.998783 0.012582;
 1.72434 2.12534 8.21386 0.0222038 -0.010353 0.999581 0.0154477;
 1.71433 2.11606 8.22115 0.0568117 -0.0675492 0.995925 0.0185282;
 1.51328 2.00007 8.2415 -0.0651525 0.0858465 0.993833 0.0261005;
 1.51328 2.00007 8.2415 -0.0651525 0.0858465 0.993833 0.0261005;
 1.49336 1.99437 8.24718 -0.0730078 0.0990963 0.992018 0.0273985;
 1.47428 1.99343 8.26729 0.0279084 -0.0272181 0.998752 0.0312107;
 1.47428 1.99343 8.26729 0.0279084 -0.0272181 0.998752 0.0312107;
 1.46622 1.99056 8.25401 0.0630142 -0.0766842 0.994489 0.0337662;
 1.3509 1.91795 8.22937 -0.0230968 0.0165865 0.998508 0.0466217;
 1.3509 1.91795 8.22937 -0.0230968 0.0165865 0.998508 0.0466217;
 1.32614 1.90104 8.23697 -0.0544077 0.0506978 0.99607 0.0480996;
 1.31572 1.89324 8.23974 -0.0646481 0.0637428 0.994685 0.0485667;
 1.29806 1.88398 8.24685 -0.066541 0.0704454 0.994094 0.0488473;
 1.2844 1.8808 8.25976 -0.0338136 0.0445011 0.997192 0.0498487;
 1.27521 1.87658 8.27201 0.0223585 -0.0155261 0.998256 0.0523753;
 1.26201 1.87106 8.278 0.0449409 -0.0566764 0.995923 0.0538987;
 1.09621 1.76794 8.22679 -0.0440736 0.0486505 0.995963 0.0612181;
 1.09621 1.76794 8.22679 -0.0440736 0.0486505 0.995963 0.0612181;
 1.07017 1.75521 8.23116 -0.0837645 0.103247 0.989111 0.063111;
 1.05301 1.74616 8.23441 -0.0865785 0.110509 0.988032 0.0639039;
 1.04508 1.74161 8.23985 -0.0633808 0.0886079 0.991949 0.064563;
 1.04083 1.74297 8.24459 -0.0297583 0.0542805 0.995922 0.0656287;
 1.03327 1.74368 8.23636 0.0251764 -0.0120154 0.9973 0.0679321;
 1.02726 1.74069 8.20223 0.0943017 -0.088969 0.988976 0.071542;
