Posicoes do VANT [X Y Z qX qY qZ qW]

[
 5.85468e-321 0 6.91109e-310 -nan -nan -nan -nan;
 2.04029 1.96719 8.04069 -0.0020178 0.0131121 0.999912 -8.82555e-05;
 2.04029 1.96719 8.04069 -0.0020178 0.0131121 0.999912 -8.82555e-05;
 2.04112 1.96699 8.04023 -0.00222583 0.0132106 0.99991 -1.10846e-05;
 2.04398 1.96479 8.04843 0.0380871 -0.0211032 0.99905 0.00170707;
 1.9192 1.81844 8.08681 -0.0521282 0.0875446 0.994689 0.0145952;
 1.9192 1.81844 8.08681 -0.0521282 0.0875446 0.994689 0.0145952;
 1.91968 1.81133 8.09092 -0.0316149 0.0628224 0.997402 0.0155801;
 1.92382 1.8059 8.09573 -0.00666459 0.0331536 0.999293 0.0164307;
 1.92827 1.79746 8.10693 0.0571959 -0.0458841 0.99712 0.0193634;
 1.85485 1.70671 8.12574 0.000937677 -0.00229132 0.999684 0.0249967;
 1.85485 1.70671 8.12574 0.000937677 -0.00229132 0.999684 0.0249967;
 1.83187 1.6839 8.13247 -0.0239992 0.0429324 0.998449 0.0260885;
 1.8211 1.66776 8.14363 0.00256545 0.0358569 0.998977 0.0274189;
 1.81176 1.65084 8.15259 0.052068 -0.0206808 0.997995 0.029438;
 1.68523 1.4975 8.18504 -0.0423619 0.068697 0.996227 0.0319056;
 1.68523 1.4975 8.18504 -0.0423619 0.068697 0.996227 0.0319056;
 1.66776 1.47682 8.19053 -0.0405592 0.0840183 0.995119 0.0321416;
 1.66646 1.46482 8.20182 0.0262791 0.0168796 0.998944 0.0337007;
 1.6632 1.44857 8.21188 0.0684636 -0.05539 0.995474 0.0357301;
 1.57266 1.34677 8.13081 -0.0371011 0.0241946 0.998407 0.0349404;
 1.57266 1.34677 8.13081 -0.0371011 0.0241946 0.998407 0.0349404;
 1.55777 1.34022 8.15786 -0.0261128 0.0424558 0.998167 0.0343141;
 1.55037 1.33883 8.17973 0.0021657 0.0339906 0.998858 0.0335192;
 1.54439 1.33523 8.18751 0.0296279 -0.00288108 0.998998 0.0334168;
 1.53571 1.32597 8.19489 0.0264045 -0.0328521 0.998585 0.0324219;
 1.51949 1.31277 8.2032 0.017135 -0.0398082 0.998583 0.0308709;
 1.50663 1.30434 8.20719 0.0139263 -0.0279529 0.999057 0.0301619;
 1.48079 1.28837 8.21324 0.0194258 -0.00760064 0.999359 0.0290918;
 1.46161 1.27238 8.21881 0.0413419 -0.0120718 0.998669 0.0283719;
 1.43688 1.24943 8.22379 0.0505924 -0.0228809 0.998078 0.0275249;
 1.41462 1.22329 8.22821 0.0480861 -0.029149 0.99807 0.0263671;
 1.39476 1.2017 8.23027 0.0416577 -0.0286437 0.998393 0.0256161;
 1.36456 1.1667 8.23368 0.0307388 -0.0211548 0.999002 0.0245338;
 1.32969 1.12884 8.23793 0.026628 -0.0138764 0.999274 0.0234546;
 1.29987 1.09553 8.24182 0.0271934 -0.0106923 0.999322 0.0224136;
 1.26727 1.0603 8.24546 0.0279483 -0.0116735 0.999311 0.0214659;
 1.23442 1.02216 8.24915 0.0263874 -0.013837 0.999347 0.0204418;
 1.20234 0.985791 8.25309 0.0239224 -0.0150418 0.99941 0.0194986;
 1.17891 0.958882 8.25697 0.0230111 -0.015347 0.999439 0.0189056;
 1.14888 0.924199 8.26175 0.0220936 -0.0146932 0.999486 0.0180149;
 1.12556 0.899939 8.26452 0.0222423 -0.0143304 0.999498 0.0174532;
 1.09544 0.863538 8.26888 0.022691 -0.0138351 0.999507 0.0167112;
 1.06226 0.828061 8.27236 0.0227664 -0.0140942 0.999515 0.0159092;
 1.03271 0.792507 8.27651 0.0211034 -0.0148217 0.999552 0.0152068;
 0.999697 0.758345 8.27919 0.0150526 -0.0155845 0.999659 0.0145698;
 0.969787 0.725736 8.28269 0.0101902 -0.0157305 0.999728 0.0138676;
 0.936322 0.695483 8.2862 0.0103283 -0.0156155 0.999736 0.0132855;
 0.904927 0.666399 8.29095 0.0110554 -0.0155458 0.999738 0.012652;
 0.882458 0.648324 8.29354 0.00966136 -0.0154933 0.999759 0.0121932;
 0.84763 0.62158 8.29924 0.00478475 -0.0156723 0.999801 0.0113821;
 0.814678 0.598991 8.30578 0.00191376 -0.00294536 0.999936 0.0107082;
