Posicoes do VANT [X Y Z qX qY qZ qW]

[
 5.85468e-321 0 6.93595e-310 -nan -nan -nan -nan;
 2.08789 2.13095 7.9818 0.00262311 0.0124972 0.999918 -7.51057e-05;
 2.08789 2.13095 7.9818 0.00262311 0.0124972 0.999918 -7.51057e-05;
 2.08874 2.13532 7.98076 0.00263485 0.0123752 0.99992 -6.52012e-05;
 2.08776 2.13698 7.9573 0.00268467 0.00196881 0.999994 -0.000128379;
 2.0828 2.14072 7.88077 0.0304713 -0.0699804 0.997079 0.00295036;
 2.05592 2.13159 7.79298 0.139713 -0.184949 0.972585 0.0187639;
 1.52085 1.6887 7.41384 -0.0724115 0.106731 0.990463 0.0484581;
 1.52085 1.6887 7.41384 -0.0724115 0.106731 0.990463 0.0484581;
 1.5214 1.68651 7.40724 -0.0250125 0.0409497 0.997654 0.0488265;
 1.52199 1.68478 7.3733 0.00437022 -0.0161808 0.99868 0.0485563;
 1.51589 1.68395 7.28982 0.0504968 -0.104917 0.991959 0.0496001;
 1.33421 1.52721 6.93298 -0.0525716 0.0604133 0.994275 0.0707318;
 1.33421 1.52721 6.93298 -0.0525716 0.0604133 0.994275 0.0707318;
 1.32866 1.52651 6.92723 -0.0329461 0.0497121 0.995777 0.0697921;
 1.32785 1.52879 6.90636 -0.00964836 0.0196016 0.997374 0.0690539;
 1.32319 1.53346 6.83001 0.035301 -0.0701828 0.994419 0.0704163;
 1.30353 1.52768 6.74063 0.104696 -0.156664 0.979069 0.076931;
 1.05287 1.33265 6.37788 -0.0190319 0.0263792 0.995584 0.0880553;
 1.05287 1.33265 6.37788 -0.0190319 0.0263792 0.995584 0.0880553;
 1.02208 1.30465 6.37492 -0.0648447 0.0630135 0.992037 0.0876775;
 0.999711 1.28615 6.34273 -0.071175 0.0720006 0.991069 0.0867861;
 0.977295 1.27416 6.25823 -0.0476502 0.0165962 0.994609 0.0905887;
 0.954662 1.26338 6.16401 0.0567624 -0.0659387 0.991455 0.0971913;
 0.916902 1.2402 6.06239 0.0975665 -0.0952262 0.985425 0.101732;
 0.870148 1.2021 5.96591 0.0453818 -0.0513842 0.992102 0.105039;
 0.822541 1.1695 5.85801 -0.0238232 0.000278148 0.994059 0.106199;
 0.691814 1.1184 5.469 0.070309 -0.0633649 0.989737 0.10706;
 0.691814 1.1184 5.469 0.070309 -0.0633649 0.989737 0.10706;
 0.643239 1.08028 5.44452 0.0283996 -0.0275149 0.993366 0.107985;
 0.481566 0.993658 5.14057 0.021819 -0.0107248 0.992883 0.116582;
 0.481566 0.993658 5.14057 0.021819 -0.0107248 0.992883 0.116582;
 0.459502 0.975963 5.15064 -0.0130324 0.0155461 0.993036 0.116049;
 0.437188 0.96698 5.11599 -0.0402223 0.0370635 0.991847 0.115098;
 0.418223 0.960831 5.0284 -0.0700097 0.0503477 0.989628 0.114893;
 0.406652 0.971769 4.91949 -0.0952148 0.0888268 0.984928 0.113845;
 0.408824 0.995072 4.82093 -0.0603841 0.0826913 0.988368 0.11245;
 0.417942 1.02481 4.72175 0.055847 -0.00821921 0.991847 0.114251;
 0.420142 1.03419 4.62742 0.121283 -0.0798355 0.982644 0.115447;
 0.408794 1.02636 4.53033 0.100438 -0.0750829 0.984945 0.118984;
 0.385706 1.00069 4.42746 -0.0146872 0.00296497 0.991933 0.125873;
 0.408821 1.0537 4.04191 0.037145 0.0299178 0.991137 0.123984;
 0.408821 1.0537 4.04191 0.037145 0.0299178 0.991137 0.123984;
 0.432175 1.06645 4.03609 0.0258317 -0.0076423 0.992038 0.123027;
 0.450805 1.06991 4.02836 -0.00137241 -0.0468933 0.991651 0.120118;
 0.50636 1.15131 3.6275 -0.00161237 0.0188997 0.996863 0.0768343;
 0.496035 1.2051 3.53423 -0.00123756 0.014875 0.997828 0.0641544;
 0.493256 1.26112 3.4758 -0.000188381 0.0114786 0.998319 0.0568036;
 0.493256 1.26112 3.4758 -0.000188381 0.0114786 0.998319 0.0568036;
 0.49029 1.26757 3.47327 -0.000913504 0.0170721 0.998291 0.0558863;
 0.487659 1.2723 3.44256 -0.00181744 0.026656 0.998122 0.0551169;
 0.361927 1.46815 3.06211 -0.00485211 -0.00560787 0.998923 0.0458044;
 0.323636 1.48905 2.97748 -0.00157809 -0.00251989 0.999046 0.0435716;
 0.323636 1.48905 2.97748 -0.00157809 -0.00251989 0.999046 0.0435716;
 0.284851 1.50133 2.8612 0.0435931 -0.00437696 0.998102 0.0432791;
 0.284851 1.50133 2.8612 0.0435931 -0.00437696 0.998102 0.0432791;
 0.216025 1.43747 2.62742 0.0694146 -0.0237957 0.995926 0.052409;
 0.216025 1.43747 2.62742 0.0694146 -0.0237957 0.995926 0.052409;
 0.187189 1.39746 2.548 0.0445373 -0.0102075 0.997475 0.0543712;
 0.162047 1.35494 2.51455 -0.00384152 -0.00192649 0.998459 0.0553342;
 0.133457 1.31161 2.41796 -0.00681532 -0.0195834 0.998127 0.0575479;
