Posicoes do VANT [X Y Z qX qY qZ qW]

[
 5.85468e-321 0 6.92916e-310 -nan -nan -nan -nan;
 -1.91466 2.02308 8.0207 0.00249444 0.0145725 0.999891 -1.68587e-06;
 -1.91466 2.02308 8.0207 0.00249444 0.0145725 0.999891 -1.68587e-06;
 -1.91236 2.02463 8.02193 0.00279517 0.0139853 0.999898 7.76345e-05;
 -1.90992 2.02527 8.02636 0.0181589 0.0279361 0.999444 -0.000919307;
 -1.90673 2.02367 8.03563 0.0481908 0.061515 0.996937 -0.00304772;
 -1.8928 2.01489 8.04436 0.0825685 0.112974 0.990142 -0.00624338;
 -1.69708 1.87758 8.0639 -0.0350302 -0.0260486 0.999039 -0.00401558;
 -1.69708 1.87758 8.0639 -0.0350302 -0.0260486 0.999039 -0.00401558;
 -1.66407 1.85912 8.0664 -0.0523143 -0.0490958 0.997415 -0.00404934;
 -1.64618 1.85374 8.07305 -0.0140614 -0.015055 0.999773 -0.00542531;
 -1.6303 1.84903 8.08301 0.0580227 0.0657544 0.996098 -0.00994286;
 -1.60362 1.83459 8.08841 0.0894226 0.115719 0.989165 -0.0128443;
 -1.35322 1.66899 8.09588 -0.0466157 -0.0454255 0.997837 -0.00917882;
 -1.35322 1.66899 8.09588 -0.0466157 -0.0454255 0.997837 -0.00917882;
 -1.32922 1.65878 8.09652 -0.0327073 -0.0301435 0.998972 -0.00871951;
 -1.316 1.65545 8.10147 -0.00887152 -0.00459851 0.999908 -0.00921073;
 -1.29951 1.65008 8.11151 0.060371 0.0728218 0.995438 -0.0124714;
 -1.27632 1.63687 8.11548 0.0893582 0.119817 0.988662 -0.0143509;
 -1.06522 1.51311 8.11113 0.0107489 0.0203619 0.999678 -0.0106984;
 -1.06522 1.51311 8.11113 0.0107489 0.0203619 0.999678 -0.0106984;
 -1.03186 1.49581 8.11175 -0.0105297 -0.0124675 0.999808 -0.0108875;
 -0.994691 1.47557 8.11569 0.000499289 -0.0105749 0.999874 -0.0117886;
 -0.953449 1.45422 8.1233 0.0521326 0.0494994 0.997311 -0.0142175;
 -0.930798 1.43941 8.12557 0.0731596 0.0850257 0.993571 -0.0153257;
 -0.930798 1.43941 8.12557 0.0731596 0.0850257 0.993571 -0.0153257;
 -0.715288 1.28666 8.11717 0.0188605 0.035124 0.999121 -0.0129316;
 -0.715288 1.28666 8.11717 0.0188605 0.035124 0.999121 -0.0129316;
 -0.678057 1.26006 8.11642 -0.0195811 -0.0101463 0.99967 -0.0131392;
 -0.621212 1.22313 8.11749 -0.0189012 -0.0233717 0.999444 -0.0144471;
 -0.59682 1.20636 8.12232 0.0171809 0.00967133 0.999667 -0.0166431;
 -0.555824 1.1781 8.12607 0.0664492 0.074636 0.994795 -0.0199051;
 -0.508205 1.14125 8.12737 0.0789894 0.108985 0.990677 -0.0210371;
 -0.449497 1.09652 8.12647 0.0638324 0.100968 0.992631 -0.0203477;
 -0.265769 0.960971 8.12177 0.0266278 0.0383725 0.998769 -0.0166949;
 -0.265769 0.960971 8.12177 0.0266278 0.0383725 0.998769 -0.0166949;
 -0.210782 0.919274 8.12047 0.0210852 0.0271098 0.999277 -0.0162999;
 -0.174701 0.890699 8.1215 0.00369142 0.00981837 0.999799 -0.0170959;
 -0.118434 0.848814 8.12245 0.032035 0.0358604 0.998653 -0.0194852;
 -0.0731952 0.812551 8.11988 0.0576222 0.0728575 0.995461 -0.0207041;
 -0.0139073 0.767305 8.11608 0.0591259 0.0871364 0.994239 -0.0200038;
 0.0248021 0.736905 8.11302 0.052634 0.0845511 0.994843 -0.0191974;
 0.0905693 0.688912 8.10741 0.02863 0.0644495 0.997361 -0.0172348;
 0.153915 0.644619 8.10247 0.00432178 0.0337037 0.999302 -0.0154994;
 0.22191 0.60063 8.09885 0.00961757 0.0349623 0.999234 -0.0147329;
 0.264943 0.573613 8.09684 0.0294854 0.0460563 0.998395 -0.0147142;
 0.323342 0.535273 8.09392 0.0541706 0.0638641 0.996379 -0.0146663;
 0.390706 0.487696 8.08972 0.0559514 0.0724793 0.995707 -0.0135219;
 0.454947 0.442051 8.08518 0.0324835 0.0619112 0.997484 -0.0117048;
 0.499549 0.411928 8.08224 0.00926396 0.041995 0.99902 -0.0104654;
 0.564466 0.37004 8.07733 -0.00301099 0.0323326 0.999432 -0.00905099;
 0.627041 0.333913 8.07347 0.0109885 0.0377486 0.999192 -0.00834478;
 0.667825 0.311401 8.06994 0.0251583 0.0509226 0.998351 -0.00832177;
 0.729748 0.276747 8.065 0.0387919 0.0683446 0.996877 -0.00778393;
 0.791044 0.242413 8.05926 0.0298822 0.072086 0.99693 -0.00637648;
 0.834707 0.218514 8.05539 0.016643 0.0687825 0.997479 -0.00522098;
 0.907791 0.182553 8.04985 -0.0121245 0.0580886 0.998233 -0.00304713;
 0.907791 0.182553 8.04985 -0.0121245 0.0580886 0.998233 -0.00304713;
 0.973956 0.156099 8.04521 -0.0229879 0.0500527 0.998481 -0.00165806;
 1.03959 0.135252 8.04111 -0.0074703 0.0491999 0.99876 -0.00142064;
 1.08538 0.123985 8.03823 0.00228698 0.0517149 0.998659 -0.00109464;
 1.1509 0.105637 8.03441 -0.00480929 0.0473677 0.998866 1.47514e-06;
 1.21483 0.0934014 8.02983 -0.0189491 0.0371134 0.999131 0.00108802;
 1.27662 0.0841863 8.02464 -0.0223744 0.0359059 0.999102 0.0022176;
 1.29528 0.0830977 8.02262 -0.0215268 0.0342918 0.999177 0.00246791;
 1.31304 0.0828492 8.02055 -0.0188943 0.0311884 0.999331 0.00279375;
 1.37273 0.0822496 8.01343 -0.00937709 0.024623 0.999646 0.00363816;
 1.42522 0.0859129 8.00749 -0.00538871 0.0312246 0.999488 0.00438487;
 1.47449 0.0879964 8.00226 -0.0088889 0.0513425 0.998628 0.00522077;
 1.52271 0.0931279 7.99558 -0.014435 0.0638476 0.997835 0.00635166;
 1.56086 0.0969877 7.97356 -0.0174772 0.0655491 0.997672 0.00698588;
