Posicoes do VANT [X Y Z qX qY qZ qW]

[
 5.85468e-321 0 6.90871e-310 -nan -nan -nan -nan;
 1.97878 2.18017 8.08742 -0.00556901 0.0170881 0.999838 0.000131456;
 1.97878 2.18017 8.08742 -0.00556901 0.0170881 0.999838 0.000131456;
 1.97842 2.17642 8.08537 -0.00571409 0.0173292 0.999834 0.000114597;
 1.97778 2.17202 8.07368 -0.00593956 0.0118298 0.999912 0.000165173;
 1.97447 2.16676 8.01077 0.0047112 -0.0446609 0.998989 0.00201706;
 1.95668 2.15566 7.9321 0.133075 -0.173208 0.975635 0.02063;
 1.26635 1.40866 7.5287 -0.143756 0.137352 0.977654 0.0682667;
 1.26635 1.40866 7.5287 -0.143756 0.137352 0.977654 0.0682667;
 1.24822 1.37632 7.5306 -0.0861134 0.0849948 0.990311 0.068147;
 1.23996 1.35497 7.52775 -0.0313127 0.0193015 0.996974 0.068478;
 1.22681 1.3327 7.45971 0.0273784 -0.0733901 0.994447 0.070283;
 1.20164 1.30452 7.3598 0.0601793 -0.108685 0.989524 0.0735465;
 1.03845 1.37392 6.96977 0.00118169 -0.0550261 0.986358 0.155138;
 1.03845 1.37392 6.96977 0.00118169 -0.0550261 0.986358 0.155138;
 0.993506 1.40458 6.97752 0.0286396 0.00845079 0.986976 0.158071;
 0.909315 1.47386 6.83919 -0.0972431 0.0318573 0.983182 0.15127;
 0.909315 1.47386 6.83919 -0.0972431 0.0318573 0.983182 0.15127;
 0.890617 1.51401 6.76182 -0.241716 -0.0661214 0.958036 0.13917;
 0.85334 1.58241 6.68205 -0.180161 -0.0823882 0.971855 0.127481;
 0.79484 1.67282 6.57906 -0.0455721 -0.0771625 0.988116 0.124884;
 0.472173 1.71304 6.21175 -0.07289 0.081139 0.9909 0.0788657;
 0.472173 1.71304 6.21175 -0.07289 0.081139 0.9909 0.0788657;
 0.45051 1.71882 6.21031 -0.0593202 0.0797639 0.991927 0.0787326;
 0.439912 1.7304 6.19917 -0.0334098 0.0390989 0.995485 0.0797831;
 0.426261 1.73947 6.12689 0.0173529 -0.0526067 0.994934 0.0838866;
 0.300332 1.46258 5.73641 -0.0675276 -0.0634402 0.981279 0.168842;
 0.300332 1.46258 5.73641 -0.0675276 -0.0634402 0.981279 0.168842;
 0.29245 1.45638 5.73919 -0.0463673 -0.0240595 0.984891 0.16511;
 0.269806 1.44562 5.55365 0.0951619 0.14095 0.975518 0.139435;
