Posicoes do VANT [X Y Z qX qY qZ qW]

[
 5.85468e-321 0 6.93315e-310 -nan -nan -nan -nan;
 2.05794 1.88003 8.04444 -0.0267875 0.00942239 0.999597 0.000227804;
 2.05794 1.88003 8.04444 -0.0267875 0.00942239 0.999597 0.000227804;
 2.05621 1.88322 8.04843 -0.0191913 0.00413956 0.999807 0.000600593;
 2.05186 1.88417 8.06025 0.0367312 -0.0426387 0.998408 0.00377476;
 2.04518 1.87825 8.06525 0.0594673 -0.0676624 0.995919 0.00549527;
 1.86144 1.69435 8.1116 -0.04669 0.0471149 0.997724 0.0121541;
 1.86144 1.69435 8.1116 -0.04669 0.0471149 0.997724 0.0121541;
 1.8634 1.68506 8.1194 -0.0283862 0.0169443 0.999375 0.0125316;
 1.8631 1.67819 8.13035 0.0187445 -0.036904 0.999035 0.0146631;
 1.85279 1.66072 8.13985 0.0341439 -0.0676496 0.996988 0.0165012;
 1.83144 1.63894 8.14517 0.0125597 -0.0507957 0.998491 0.0166596;
 1.70589 1.51966 8.17974 -0.0167706 0.00522061 0.999674 0.0185457;
 1.70589 1.51966 8.17974 -0.0167706 0.00522061 0.999674 0.0185457;
 1.67578 1.48659 8.18907 -0.0593947 0.0535901 0.996591 0.0201658;
 1.65838 1.46647 8.20122 -0.0300513 0.0360125 0.998646 0.0224845;
 1.6435 1.44322 8.21081 0.0290906 -0.0316156 0.998736 0.0260824;
 1.62233 1.41562 8.21573 0.0523062 -0.0757601 0.995361 0.0279483;
 1.58962 1.37803 8.21999 0.0336162 -0.0736725 0.996343 0.0272543;
 1.42588 1.22312 8.24728 -0.019345 0.0102462 0.999393 0.0270858;
 1.42588 1.22312 8.24728 -0.019345 0.0102462 0.999393 0.0270858;
 1.39727 1.19507 8.25444 -0.0491495 0.0417476 0.997523 0.0280948;
 1.37648 1.17148 8.26625 -0.0149109 0.0160087 0.999303 0.0302528;
 1.35643 1.14797 8.27523 0.0173608 -0.0409586 0.998477 0.0326244;
 1.32935 1.11987 8.28179 0.026733 -0.072776 0.996446 0.0329405;
 1.13778 0.955578 8.32184 -0.056298 0.0519877 0.996547 0.0319521;
 1.13778 0.955578 8.32184 -0.056298 0.0519877 0.996547 0.0319521;
 1.1196 0.939037 8.3295 -0.0547934 0.0497884 0.996753 0.0316566;
 1.10499 0.924473 8.34271 0.000399735 -0.00807141 0.999407 0.0334635;
 1.08793 0.907298 8.35207 0.0445512 -0.0731202 0.995698 0.0354068;
 1.05128 0.875161 8.35949 0.0342254 -0.0918718 0.994585 0.0344757;
 1.00209 0.837918 8.36205 -0.0102854 -0.0641956 0.997361 0.0323044;
 0.891809 0.778308 8.31753 0.0076785 -0.00949712 0.999434 0.0313435;
 0.891809 0.778308 8.31753 0.0076785 -0.00949712 0.999434 0.0313435;
 0.863978 0.765697 8.33934 0.023583 -0.0263539 0.99879 0.0341657;
 0.830455 0.743178 8.34764 0.0119779 -0.0317996 0.998766 0.0362132;
 0.79477 0.719787 8.35643 -0.0298567 -0.0452871 0.997892 0.0356302;
 0.750151 0.699602 8.36573 -0.0561654 -0.0428025 0.996938 0.0335739;
 0.703123 0.687896 8.37448 -0.0278462 -0.0185265 0.99896 0.0309868;
 0.659929 0.674106 8.38581 0.0244917 -0.012527 0.999189 0.0293906;
 0.619258 0.654728 8.39522 0.0440842 -0.0244413 0.998328 0.0283014;
 0.571833 0.623283 8.40465 0.0135009 -0.0377172 0.998849 0.0263648;
 0.526119 0.593857 8.41421 -0.0417501 -0.0415248 0.997983 0.0237036;
 0.471263 0.569173 8.4239 -0.0602035 -0.0357938 0.997315 0.0213914;
 0.416113 0.553627 8.43151 -0.0141068 -0.0252676 0.999382 0.0199715;
 0.365425 0.534203 8.43867 0.0336073 -0.0190289 0.999076 0.018864;
 0.317577 0.508425 8.44509 0.0480592 -0.0197747 0.998493 0.017632;
 0.265514 0.471099 8.45227 0.0164295 -0.0120179 0.999645 0.0171691;
 0.221338 0.437325 8.46063 -0.0532319 0.000703815 0.998439 0.0168659;
 0.175152 0.410775 8.46944 -0.0743238 -0.00984327 0.997038 0.0171324;
 0.134925 0.396966 8.4734 -0.0263829 -0.0273569 0.999125 0.0174423;
 0.0886663 0.377611 8.41831 0.038309 -0.0282662 0.998714 0.0174304;
 0.0470757 0.354166 8.31688 0.0455177 -0.0100919 0.998753 0.0178432;
 0.00320584 0.320404 8.21138 -0.0169814 0.0085345 0.999651 0.0183542;
 -0.0309886 0.294288 8.11751 -0.0774739 0.0164412 0.996691 0.0183063;
 -0.0611419 0.28841 8.0866 -0.050168 0.0102415 0.99854 0.0171807;
 -0.0829722 0.293768 8.11791 0.0276075 -0.0110192 0.999413 0.0170527;
 -0.110712 0.284832 8.12092 0.0907856 -0.0357339 0.995074 0.0175992;
 -0.137511 0.266447 8.07608 0.105418 -0.0289181 0.993809 0.0198831;
 -0.168481 0.235044 7.98028 0.0510139 0.0286036 0.997874 0.0287388;
 -0.189406 0.202408 7.88185 -0.0527695 0.0683196 0.995577 0.0370812;
 -0.199638 0.180037 7.78534 -0.0608817 0.0479144 0.99614 0.0412558;
 -0.196533 0.177951 7.77648 -0.0169164 0.00773539 0.998928 0.042398;
 -0.196345 0.173558 7.80159 0.054003 -0.0510434 0.996254 0.0442281;
 -0.203962 0.158339 7.8066 0.0873792 -0.0757486 0.992221 0.0460955;
 -0.225718 0.122446 7.81652 0.0331479 -0.0095412 0.998127 0.0505291;
 -0.244132 0.0847217 7.82817 -0.0607813 0.0690842 0.994186 0.0559265;
 -0.24983 0.0605307 7.82962 -0.113618 0.0966806 0.987005 0.0597125;
 -0.249716 0.0434447 7.77721 -0.132705 0.0838958 0.985512 0.0641657;
 -0.239135 0.046088 7.75028 -0.0677857 0.0353365 0.994775 0.0676691;
 -0.225433 0.0612997 7.77673 0.0445246 -0.0555884 0.994806 0.0727247;
 -0.215838 0.0705321 7.74989 0.161041 -0.144385 0.973088 0.0794865;
 -0.231229 0.0372204 7.68556 0.224212 -0.113294 0.962787 0.0996692;
 -0.293936 -0.15631 7.56683 -0.257641 0.0671176 0.944635 0.191781;
 -0.376485 -0.0658936 7.65715 -0.0875907 0.0435799 0.959448 0.264365;
 -0.376485 -0.0658936 7.65715 -0.0875907 0.0435799 0.959448 0.264365;
 -0.383926 -0.0702097 7.66447 -0.0580723 0.0241011 0.962641 0.26338;
 -0.39432 -0.0763568 7.67609 0.0267526 -0.0236118 0.963929 0.263758;
 -0.403728 -0.0930647 7.68193 0.089454 -0.069535 0.958275 0.262434;
 -0.422179 -0.125863 7.62563 0.126231 -0.0859444 0.952907 0.262008;
 -0.441635 -0.18191 7.58537 0.081482 -0.0539604 0.959273 0.265037;
