Posicoes do VANT [X Y Z qX qY qZ qW]

[
 5.85468e-321 0 6.92011e-310 -nan -nan -nan -nan;
 -2.05238 1.96955 8.0472 -0.00578904 0.0142528 0.999882 0.000225781;
 -2.05238 1.96955 8.0472 -0.00578904 0.0142528 0.999882 0.000225781;
 -2.05276 1.96774 8.04478 -0.00581179 0.0149874 0.999871 0.000133142;
 -2.05332 1.96582 8.00236 -0.00520437 0.0451707 0.998966 -0.000163361;
 -2.04623 1.9617 7.92544 0.076858 0.152935 0.985155 -0.0131646;
 -1.30484 1.35743 7.61678 -0.176441 -0.233352 0.953455 -0.0730652;
 -1.30484 1.35743 7.61678 -0.176441 -0.233352 0.953455 -0.0730652;
 -1.16265 1.2472 7.3749 0.0805322 0.0930267 0.985829 -0.114025;
 -1.06199 1.14734 7.31195 -0.0397162 -0.0508929 0.990957 -0.117632;
 -1.06199 1.14734 7.31195 -0.0397162 -0.0508929 0.990957 -0.117632;
 -1.02863 1.10866 7.25797 -0.0704906 -0.0978556 0.985557 -0.118879;
 -1.01594 1.08777 7.19115 -0.118338 -0.128833 0.976625 -0.124909;
 -1.02047 1.08509 7.09432 -0.13008 -0.135242 0.973428 -0.131248;
 -1.04466 1.10212 6.98289 -0.0736881 -0.0882275 0.984254 -0.134274;
 -1.07935 1.12992 6.88136 -0.0184901 -0.0315966 0.990162 -0.135053;
 -1.11469 1.15387 6.77976 -0.00610922 -0.00866759 0.990958 -0.133752;
 -1.15257 1.18003 6.67925 -0.0897132 -0.0375726 0.986085 -0.134819;
 -1.19416 1.21775 6.58079 -0.165 -0.081778 0.973452 -0.135939;
 -1.24036 1.27615 6.48265 -0.144066 -0.0733406 0.976853 -0.14009;
 -1.28998 1.34643 6.39008 -0.00986695 0.0364047 0.986942 -0.1566;
 -1.01937 1.61406 6.06476 0.0945205 -0.117171 0.982546 -0.109269;
 -1.01937 1.61406 6.06476 0.0945205 -0.117171 0.982546 -0.109269;
 -0.775071 1.49203 5.83788 -0.102979 -0.0900618 0.986821 -0.0864178;
 -0.775071 1.49203 5.83788 -0.102979 -0.0900618 0.986821 -0.0864178;
 -0.755623 1.47041 5.83344 -0.0798952 -0.0760391 0.990071 -0.0871488;
 -0.741846 1.45183 5.78787 -0.029313 -0.00588175 0.995421 -0.0907865;
 -0.515546 1.17889 5.49047 -0.0512521 -0.039665 0.987194 -0.145764;
 -0.515546 1.17889 5.49047 -0.0512521 -0.039665 0.987194 -0.145764;
 -0.47385 1.12736 5.49222 -0.100169 -0.100515 0.979226 -0.144845;
 -0.445836 1.09202 5.4341 -0.119604 -0.11193 0.975479 -0.146996;
 -0.426035 1.06986 5.35563 -0.0782506 -0.00927958 0.983508 -0.162797;
 -0.406233 1.05836 5.27241 0.0482738 0.141284 0.97249 -0.178806;
 -0.00476264 0.831352 4.8408 0.00995544 -0.0405819 0.979289 -0.198111;
 -0.00476264 0.831352 4.8408 0.00995544 -0.0405819 0.979289 -0.198111;
 0.0367145 0.828479 4.82869 0.0422239 -0.0443139 0.979039 -0.194258;
 0.0670745 0.819442 4.77534 0.0486742 -0.0139834 0.980412 -0.190334;
 0.407821 0.611118 4.39111 -0.0335273 -0.0312445 0.985368 -0.164162;
 0.407821 0.611118 4.39111 -0.0335273 -0.0312445 0.985368 -0.164162;
 0.414 0.606358 4.37875 0.000358744 0.0199112 0.986455 -0.162821;
 0.420739 0.600368 4.31349 0.0348113 0.0894936 0.982196 -0.161465;
 0.530899 0.56958 3.9761 -0.0285043 0.016502 0.985794 -0.164696;
 0.530899 0.56958 3.9761 -0.0285043 0.016502 0.985794 -0.164696;
 0.563026 0.58075 3.98469 0.025724 -0.0136581 0.98626 -0.162613;
 0.592346 0.590456 3.93438 0.0823496 -0.0213588 0.983697 -0.158439;
 1.06407 0.560663 3.54525 -0.0022093 -0.00268331 0.99743 -0.0715603;
 1.06407 0.560663 3.54525 -0.0022093 -0.00268331 0.99743 -0.0715603;
 1.06294 0.557874 3.53377 -0.00777461 0.0481509 0.996387 -0.0695268;
