Posicoes do VANT [X Y Z qX qY qZ qW]

[
 5.85468e-321 0 6.93218e-310 -nan -nan -nan -nan;
 2.06923 1.99851 8.00953 -0.0143462 0.0114653 0.999831 9.17958e-05;
 2.06923 1.99851 8.00953 -0.0143462 0.0114653 0.999831 9.17958e-05;
 2.0695 1.99795 8.0086 -0.0143912 0.0111472 0.999834 9.93401e-05;
 2.07388 1.99722 8.00736 -0.0140579 0.0102592 0.999849 0.000214106;
 2.07428 1.99495 7.96458 -0.013801 -0.0180777 0.999741 0.000599412;
 2.07351 1.99268 7.91636 0.0118938 -0.0787993 0.996809 0.00461533;
 2.06475 1.98747 7.8643 0.0688844 -0.149529 0.986264 0.013379;
 1.5849 1.58062 7.52984 -0.125037 0.179954 0.974422 0.0498465;
 1.5849 1.58062 7.52984 -0.125037 0.179954 0.974422 0.0498465;
 1.57447 1.55605 7.5262 -0.105199 0.152283 0.981368 0.0515722;
 1.57797 1.53482 7.51531 -0.0557345 0.07027 0.994484 0.0543758;
 1.58009 1.52192 7.48036 -0.0226877 0.00145581 0.998119 0.0569291;
 1.57881 1.50708 7.42535 0.0120696 -0.0494595 0.996931 0.0594662;
 1.56837 1.48198 7.34057 -0.0239421 0.0072371 0.997615 0.0643355;
 1.56093 1.46683 7.27608 -0.0760202 0.0741209 0.991995 0.0683519;
 1.55883 1.45801 7.21466 -0.107316 0.119517 0.984448 0.0711443;
 1.56417 1.456 7.1509 -0.114064 0.130867 0.982001 0.0744121;
 1.58158 1.46564 7.08222 -0.0762682 0.0817072 0.990528 0.0797552;
 1.60783 1.48174 7.00536 0.0461631 -0.0847892 0.991074 0.09193;
 1.61578 1.48571 6.94559 0.0980045 -0.176144 0.974694 0.0966444;
 1.40345 1.38543 6.52179 -0.0522843 0.0606311 0.989227 0.122555;
 1.40345 1.38543 6.52179 -0.0522843 0.0606311 0.989227 0.122555;
 1.40233 1.40506 6.5299 -0.00513904 0.0248472 0.992173 0.122265;
 1.39933 1.42709 6.51393 0.042343 -0.0236917 0.991427 0.121323;
 1.15926 1.48291 6.19195 0.0156969 0.0842953 0.992224 0.0902193;
 1.15926 1.48291 6.19195 0.0156969 0.0842953 0.992224 0.0902193;
 1.13526 1.48893 6.18407 0.0147414 0.0946331 0.991457 0.0885432;
 1.11667 1.49393 6.17475 0.00506082 0.0833998 0.992657 0.0874686;
 1.10226 1.49799 6.1472 -0.00927403 0.0459884 0.995205 0.0858294;
 1.08985 1.49857 6.09561 -0.00433256 -0.00341254 0.996386 0.0847641;
 1.07354 1.49897 6.02351 0.0430355 -0.051212 0.994167 0.0846006;
 0.882259 1.22779 5.65547 -0.132256 0.0396495 0.986849 0.084055;
 0.882259 1.22779 5.65547 -0.132256 0.0396495 0.986849 0.084055;
 0.869965 1.21991 5.64793 -0.114198 0.0357404 0.989333 0.083081;
 0.860486 1.22057 5.64259 -0.0734175 0.022363 0.993656 0.0822078;
 0.846542 1.21904 5.59158 -0.0218939 -0.0201917 0.996131 0.0826831;
 0.828829 1.21636 5.5209 -0.00928352 -0.0607681 0.994676 0.0827032;
 0.544725 1.29942 5.17705 0.03319 0.0705698 0.994662 0.0675745;
 0.435816 1.35089 5.11861 -0.0217161 0.00191589 0.997874 0.0614144;
 0.435816 1.35089 5.11861 -0.0217161 0.00191589 0.997874 0.0614144;
 0.417704 1.35944 5.11517 -0.0214165 0.00940551 0.997892 0.0605365;
 0.393844 1.37631 5.10448 -0.0207108 0.0128843 0.997941 0.0593142;
 0.378699 1.38624 5.06749 -0.0181642 -0.00287335 0.998099 0.058831;
 0.352817 1.39866 4.96874 0.0412565 -0.0457262 0.996257 0.0606487;
 0.32099 1.40243 4.86878 0.0897877 -0.0583464 0.992264 0.062823;
 0.0882562 1.22866 4.54224 -0.0837342 0.0352781 0.993832 0.063581;
