Posicoes do VANT [X Y Z qX qY qZ qW]

[
 5.85468e-321 0 6.93807e-310 -nan -nan -nan -nan;
 2.07088 2.06754 8.0112 -0.000794321 0.00648881 0.999979 3.25374e-05;
 2.07088 2.06754 8.0112 -0.000794321 0.00648881 0.999979 3.25374e-05;
 2.07135 2.06728 8.01078 0.000131095 0.00580642 0.999983 -3.3296e-06;
 2.07076 2.06488 8.01404 0.0158572 -0.00861676 0.999837 0.000339914;
 2.06726 2.05959 8.01623 0.0213345 -0.0166585 0.999633 0.000569657;
 2.06046 2.05058 8.01799 0.0182528 -0.0155245 0.999713 0.00084673;
 2.05162 2.03951 8.01886 0.0121332 -0.00883127 0.999887 0.000884241;
 2.04162 2.02676 8.01901 0.00774591 -0.00297475 0.999965 0.000946239;
 2.03234 2.01465 8.01883 0.00632083 -0.00043667 0.999979 0.00142688;
 2.02522 2.00556 8.01851 0.00656058 -0.000737848 0.999976 0.00221477;
 2.01627 1.99423 8.01764 0.00728566 -0.00234604 0.999964 0.00370374;
 2.00532 1.98069 8.01708 0.00768323 -0.0033026 0.999952 0.00519186;
 1.99589 1.96878 8.01719 0.00755824 -0.00323269 0.999944 0.00673595;
 1.98411 1.95433 8.01719 0.00754198 -0.00259727 0.999935 0.00817168;
 1.97477 1.94127 8.01679 0.00733738 -0.00193339 0.999926 0.00948671;
 1.96314 1.92571 8.01621 0.00705746 -0.00188779 0.999919 0.0103867;
 1.9529 1.91191 8.01499 0.0065868 -0.00217608 0.999914 0.011143;
 1.94089 1.89584 8.01391 0.00627299 -0.00238388 0.999908 0.0117981;
 1.93129 1.88094 8.01324 0.00646648 -0.00244242 0.999901 0.0122871;
 1.9213 1.86635 8.0135 0.00676039 -0.00243884 0.999895 0.0125566;
 1.91235 1.85168 8.01309 0.00683762 -0.00256466 0.999893 0.0126428;
 1.90212 1.83688 8.01219 0.00677796 -0.00268474 0.999891 0.0128294;
 1.89278 1.82264 8.01063 0.00663717 -0.00254403 0.99989 0.0130311;
 1.88081 1.80581 8.00816 0.00628313 -0.00267908 0.999891 0.0130805;
 1.86941 1.79077 8.00548 0.00589436 -0.00256424 0.999894 0.0130881;
 1.85712 1.77539 8.00361 0.00598084 -0.00234166 0.999892 0.0132447;
 1.84792 1.7617 8.0009 0.0061426 -0.00222483 0.999888 0.0134898;
 1.83579 1.74532 7.9983 0.00632954 -0.00240755 0.999883 0.0137341;
 1.82636 1.73241 7.99588 0.00654514 -0.00272009 0.999877 0.0139553;
 1.81399 1.71649 7.99418 0.00652198 -0.00289878 0.999872 0.0142878;
 1.80293 1.70164 7.99171 0.00635514 -0.0030746 0.999869 0.0145626;
 1.7911 1.6864 7.98924 0.00597317 -0.00307527 0.999869 0.0147192;
 1.77926 1.67224 7.98648 0.0057478 -0.00307366 0.999871 0.0147084;
 1.76679 1.65775 7.98434 0.00624291 -0.00305877 0.999868 0.0147104;
 1.7552 1.64555 7.98315 0.00639045 -0.00301076 0.999865 0.0148309;
 1.74096 1.63057 7.9828 0.00626039 -0.00275244 0.999868 0.0147709;
 1.72975 1.61867 7.9831 0.00631397 -0.00249236 0.999866 0.0148955;
 1.71628 1.60357 7.98284 0.00620375 -0.00283568 0.999865 0.0149159;
 1.70535 1.59179 7.98253 0.00587828 -0.00318084 0.999866 0.0149298;
 1.69232 1.57751 7.98298 0.00618096 -0.00354032 0.99986 0.0151697;
 1.68119 1.56568 7.9829 0.00647022 -0.00373648 0.999852 0.0154927;
 1.66778 1.5513 7.98325 0.00698649 -0.00368107 0.999844 0.015809;
 1.65625 1.53919 7.98428 0.00704138 -0.00354654 0.999841 0.0159724;
 1.64456 1.52625 7.98613 0.00699037 -0.00375481 0.999837 0.0162176;
 1.63343 1.51526 7.98739 0.0066778 -0.00408197 0.999834 0.0164752;
 1.62004 1.50143 7.98761 0.00651161 -0.00424678 0.999831 0.0166629;
 1.60824 1.48776 7.98925 0.00637007 -0.00429241 0.999828 0.0169027;
 1.59667 1.47367 7.9905 0.00649661 -0.00458068 0.999825 0.0169129;
 1.58484 1.45938 7.99106 0.00647344 -0.00477101 0.999821 0.0171061;
 1.57282 1.44485 7.99092 0.00634009 -0.00468718 0.999823 0.0171104;
 1.56012 1.42956 7.99122 0.00589917 -0.00459142 0.999826 0.0171005;
 1.54741 1.4142 7.99078 0.00554839 -0.00449042 0.999829 0.0170576;
