Posicoes do VANT [X Y Z qX qY qZ qW]

[
 5.85468e-321 0 6.95142e-310 -nan -nan -nan -nan;
 1.96262 2.06475 7.98944 -0.00996025 0.0125994 0.999871 0.000294859;
 1.96262 2.06475 7.98944 -0.00996025 0.0125994 0.999871 0.000294859;
 1.96227 2.06565 7.9895 -0.00904845 0.0118093 0.999889 0.000238635;
 1.96205 2.06425 7.98977 0.00369342 -0.00477631 0.999982 0.000544537;
 1.95891 2.05893 7.98892 0.0116399 -0.0201158 0.999729 0.000934396;
 1.95116 2.05321 7.98719 0.0102128 -0.0215697 0.999715 0.00114403;
 1.93787 2.04238 7.98508 0.00508547 -0.0134909 0.999896 0.00099298;
 1.92545 2.03492 7.98383 0.000291994 -0.00309149 0.999995 0.000686951;
 1.91074 2.02404 7.98243 -0.00176481 0.002967 0.999994 0.00029271;
 1.89772 2.01666 7.98065 -0.00197915 0.00348923 0.999992 2.19585e-05;
 1.88372 2.00613 7.9782 -0.00154225 0.00133172 0.999998 -0.000156407;
 1.8706 1.99843 7.9748 -0.00134702 -0.000963724 0.999999 -0.000186711;
 1.85576 1.98764 7.97075 -0.00114308 -0.00169361 0.999998 -0.000189998;
 1.83977 1.97839 7.96674 -0.00107858 -0.00119054 0.999999 -0.000291319;
 1.82476 1.96762 7.96361 -0.00127929 -0.000255766 0.999999 -0.000325837;
 1.80924 1.95711 7.96112 -0.00132085 0.000175965 0.999999 -0.000347248;
 1.79451 1.9455 7.95917 -0.00117639 0.000427928 0.999999 -0.000316734;
 1.7799 1.93428 7.95817 -0.00125758 0.000492336 0.999999 -0.000446672;
 1.7638 1.92048 7.95741 -0.00126977 0.000165466 0.999999 -0.000536824;
 1.74657 1.90857 7.95708 -0.00114681 -0.000104313 0.999999 -0.000549511;
 1.7306 1.89613 7.9565 -0.000745698 -0.00020284 1 -0.000542388;
 1.71391 1.88461 7.95675 -0.000639737 -2.20471e-05 1 -0.000412828;
 1.69602 1.87049 7.95658 -0.000637275 0.000182689 1 -0.000414177;
 1.67975 1.85809 7.95629 -0.000972445 0.000229237 0.999999 -0.000453964;
 1.66202 1.84335 7.95643 -0.000999742 0.000383946 0.999999 -0.000505256;
