Posicoes do VANT [X Y Z qX qY qZ qW]

[
 5.85468e-321 0 6.94474e-310 -nan -nan -nan -nan;
 -0.0550067 0.0375936 7.95916 -0.00939708 0.0133464 0.999867 0.000174151;
 -0.0550067 0.0375936 7.95916 -0.00939708 0.0133464 0.999867 0.000174151;
 -0.055124 0.038983 7.95862 -0.010012 0.0127997 0.999868 0.000165258;
 -0.0558036 0.0408231 7.95538 -0.0221487 0.0019928 0.999753 1.85025e-05;
 -0.0583518 0.0449609 7.94957 -0.0304748 -0.00894904 0.999495 -0.000194887;
 -0.0650122 0.0531474 7.94214 -0.0288631 -0.0106509 0.999527 -0.000495268;
 -0.0734869 0.0627634 7.93507 -0.0233231 -0.00516787 0.999714 -0.000616735;
 -0.0831875 0.0734262 7.92826 -0.0188119 0.00201603 0.999821 -0.000749708;
 -0.0937725 0.084587 7.91999 -0.0171587 0.00628732 0.999833 -0.000753501;
 -0.103925 0.0954933 7.91198 -0.0172813 0.00668212 0.999828 -0.000671357;
 -0.11308 0.105833 7.90486 -0.0179128 0.00531488 0.999825 -0.000605144;
 -0.12253 0.116938 7.89841 -0.0183811 0.00406858 0.999823 -0.000671315;
 -0.13331 0.128732 7.89199 -0.0182724 0.0038855 0.999825 -0.000789031;
 -0.144105 0.139792 7.88514 -0.0179682 0.00438046 0.999829 -0.000843316;
 -0.155764 0.151067 7.87705 -0.0177169 0.00513489 0.99983 -0.000844623;
 -0.167302 0.161893 7.86944 -0.0177305 0.00552999 0.999827 -0.00058719;
 -0.17791 0.172945 7.8625 -0.0175886 0.00515421 0.999832 -0.000399594;
 -0.188725 0.185133 7.85566 -0.0177089 0.00458159 0.999833 -0.000148188;
 -0.20019 0.198112 7.84857 -0.0176326 0.00417246 0.999836 -0.000144648;
 -0.211954 0.211088 7.84177 -0.0173718 0.00410474 0.999841 -5.60975e-05;
 -0.22362 0.222749 7.83626 -0.017361 -0.00126895 0.999848 6.75614e-05;
 -0.238168 0.235444 7.82972 -0.017324 -0.00638284 0.99983 0.000164415;
 -0.253027 0.246591 7.82381 -0.0167009 -0.0070003 0.999836 0.000182538;
