Posicoes do VANT [X Y Z qX qY qZ qW]

[
 5.85468e-321 0 6.93084e-310 -nan -nan -nan -nan;
 1.98815 2.12178 8.06287 -0.00916464 0.00897892 0.999918 -1.4077e-05;
 1.98815 2.12178 8.06287 -0.00916464 0.00897892 0.999918 -1.4077e-05;
 1.98769 2.11541 8.06332 -0.00812111 0.00731885 0.99994 6.027e-06;
 1.98632 2.11272 8.07176 0.0169117 -0.0247348 0.99955 0.00115571;
 1.88836 2.04012 8.10478 -0.0484616 0.048037 0.997661 0.00393753;
 1.88836 2.04012 8.10478 -0.0484616 0.048037 0.997661 0.00393753;
 1.8762 2.0351 8.11225 -0.0433111 0.0501083 0.997795 0.00423504;
 1.87301 2.03319 8.12219 0.00329874 0.00246075 0.999974 0.00587881;
 1.8642 2.02886 8.12959 0.0368999 -0.0467605 0.998194 0.00776396;
 1.72181 1.93176 8.16923 -0.0434985 0.0484977 0.997816 0.0108919;
 1.72181 1.93176 8.16923 -0.0434985 0.0484977 0.997816 0.0108919;
 1.71663 1.92985 8.17453 -0.0269692 0.0258596 0.999241 0.0110479;
 1.71118 1.92997 8.18351 0.0151625 -0.0212512 0.999583 0.0123149;
 1.70075 1.92317 8.19184 0.0412689 -0.0564629 0.997461 0.0134071;
 1.68015 1.91151 8.19753 0.0377473 -0.0586592 0.997471 0.0136058;
 1.649 1.88913 8.20407 0.0210732 -0.0369275 0.999005 0.0134416;
 1.61553 1.86847 8.21184 0.00914532 -0.0156283 0.99975 0.0130987;
 1.58525 1.84599 8.21842 0.00513836 -0.00568929 0.99989 0.0127096;
 1.55356 1.82418 8.22591 0.00760684 -0.00822841 0.999861 0.0123245;
 1.52548 1.80089 8.2339 0.0100781 -0.0147722 0.999769 0.0119439;
 1.49561 1.77911 8.2418 0.0102922 -0.0191469 0.999697 0.0115392;
 1.46258 1.75192 8.24964 0.00913004 -0.0192515 0.999713 0.010946;
 1.42733 1.72705 8.25794 0.00762744 -0.0170109 0.999773 0.0102795;
 1.39503 1.70145 8.26503 0.00696883 -0.0151433 0.999816 0.00951739;
 1.36168 1.67857 8.27228 0.00715971 -0.0144325 0.999831 0.00889147;
 1.32659 1.65094 8.27953 0.00753951 -0.0148025 0.999828 0.00826141;
 1.29335 1.62651 8.28633 0.00726798 -0.0157552 0.99982 0.00764578;
 1.2581 1.59746 8.29357 0.00697728 -0.0163272 0.999817 0.00716855;
 1.22411 1.57323 8.301 0.00692637 -0.0163637 0.999819 0.00677586;
 1.18805 1.54449 8.30888 0.00705918 -0.0159901 0.999826 0.00647991;
 1.1502 1.51782 8.31695 0.00685216 -0.0159933 0.99983 0.00612773;
 1.11603 1.49106 8.32356 0.00672866 -0.0160293 0.999832 0.0057847;
 1.07783 1.46374 8.3306 0.0068818 -0.0159538 0.999834 0.0054133;
 1.0437 1.43633 8.33744 0.00691145 -0.0158684 0.999838 0.00484495;
 1.00773 1.41036 8.34454 0.0068523 -0.0160626 0.999838 0.00442753;
 0.969934 1.38 8.35232 0.00678363 -0.0162983 0.999836 0.00404757;
 0.933661 1.35375 8.36122 0.0061973 -0.0162537 0.999841 0.00383958;
 0.895367 1.32333 8.37117 0.00594699 -0.0158552 0.99985 0.00357136;
 0.858971 1.29772 8.38159 0.00593371 -0.0154497 0.999857 0.0033771;
 0.820828 1.26793 8.39238 0.00605742 -0.0153613 0.999859 0.00300532;
 0.78466 1.24214 8.40121 0.00575712 -0.0154034 0.999861 0.00260813;
 0.758227 1.22162 8.40684 0.00573802 -0.0153357 0.999863 0.00247221;
 0.707775 1.18474 8.41655 0.00603189 -0.0153121 0.999862 0.0021215;
 0.68451 1.16684 8.42007 0.00622289 -0.0153614 0.999861 0.00202292;
 0.638159 1.13191 8.42822 0.0060816 -0.0156401 0.999858 0.00163361;
 0.601419 1.10228 8.43512 0.00582091 -0.0160025 0.999854 0.00151729;
 0.577997 1.08538 8.43989 0.00586058 -0.0159425 0.999855 0.00137833;
 0.529177 1.04735 8.44996 0.00582639 -0.0155666 0.999861 0.00112178;
 0.507016 1.028 8.45509 0.00561156 -0.0152712 0.999867 0.000964404;
 0.473518 1.0012 8.46318 0.00543136 -0.0151783 0.99987 0.000684507;
 0.437418 0.973437 8.47083 0.00585006 -0.0154087 0.999864 0.000421384;
 0.404127 0.948428 8.47773 0.00633735 -0.0157769 0.999855 0.000183465;
 0.368056 0.921301 8.48658 0.00622399 -0.0154672 0.999861 1.23912e-05;
 0.331048 0.895103 8.49778 0.00602195 -0.01472 0.999874 -4.74574e-05;
 0.296942 0.870915 8.50777 0.00595896 -0.0142937 0.99988 -0.00017807;
 0.263211 0.847677 8.51733 0.00604069 -0.0144133 0.999878 -0.000269065;
 0.226959 0.822715 8.52691 0.00525345 -0.0145161 0.999881 -0.000362126;
 0.193601 0.800217 8.53449 0.00392372 -0.0143674 0.999889 -0.000432047;
 0.157893 0.776038 8.54256 0.00169044 -0.0140313 0.9999 -0.000662169;
 0.122889 0.752301 8.54597 -0.00225556 -0.0107762 0.999939 -0.000808672;
 0.0916883 0.730938 8.54179 -0.0055147 -0.0041686 0.999976 -0.0010149;
 0.0614329 0.711177 8.53148 -0.00638516 0.000920799 0.999979 -0.00116464;
 0.0304174 0.690934 8.50129 -0.00734743 0.00368456 0.999965 -0.00132994;
 0.00297818 0.672906 8.45222 -0.00854466 0.00496362 0.99995 -0.0013879;
 -0.024455 0.654655 8.39645 -0.00746773 0.004031 0.999963 -0.00154097;
