Posicoes do VANT [X Y Z qX qY qZ qW]

[
 5.85468e-321 0 6.94461e-310 -nan -nan -nan -nan;
 -2.02915 1.97411 8.03597 -0.00975006 0.0168925 0.999807 0.00238475;
 -2.02915 1.97411 8.03597 -0.00975006 0.0168925 0.999807 0.00238475;
 -2.0275 1.9733 8.0354 -0.00980962 0.0166504 0.999811 0.00216116;
 -2.02531 1.97259 8.03743 -0.00100577 0.0233748 0.999725 0.00150165;
 -2.01989 1.96916 8.04717 0.051725 0.0725797 0.996017 -0.00268551;
 -1.81749 1.78466 8.06179 -0.0619649 -0.0516264 0.996712 -0.00779594;
 -1.81749 1.78466 8.06179 -0.0619649 -0.0516264 0.996712 -0.00779594;
 -1.80152 1.76837 8.06288 -0.0507088 -0.0418774 0.997797 -0.00870193;
 -1.79648 1.76084 8.06444 -0.0249301 -0.00940924 0.999595 -0.00995673;
 -1.79422 1.75604 8.07291 0.0418759 0.0646991 0.996919 -0.014618;
 -1.78111 1.74184 8.07676 0.0755917 0.116025 0.990205 -0.0178099;
 -1.75195 1.71532 8.07629 0.0503753 0.115454 0.991885 -0.0172252;
 -1.56465 1.57083 8.06959 -0.0105947 -0.000628324 0.999761 -0.0191116;
 -1.56465 1.57083 8.06959 -0.0105947 -0.000628324 0.999761 -0.0191116;
 -1.53792 1.54384 8.06778 -0.0428549 -0.0279949 0.998484 -0.0202107;
 -1.52311 1.52823 8.06721 -0.0348333 -0.0221226 0.99892 -0.0213392;
 -1.51465 1.51851 8.0735 0.0344783 0.0465778 0.99798 -0.0260158;
 -1.49814 1.49894 8.07482 0.0767314 0.105495 0.99102 -0.0293825;
 -1.29529 1.30809 8.06442 -0.0352187 -0.0201477 0.998852 -0.0254801;
 -1.29529 1.30809 8.06442 -0.0352187 -0.0201477 0.998852 -0.0254801;
 -1.26895 1.28403 8.06037 -0.0463585 -0.0409644 0.997763 -0.0253289;
 -1.25302 1.26731 8.05572 -0.0290095 -0.0228508 0.998993 -0.0254664;
 -1.24259 1.25401 8.05871 0.0364461 0.0510333 0.997617 -0.0287751;
 -1.22406 1.23217 8.05815 0.0745521 0.110801 0.990554 -0.0311268;
 -0.992758 1.04345 8.03258 -0.0317682 -0.0277994 0.998789 -0.0252803;
 -0.992758 1.04345 8.03258 -0.0317682 -0.0277994 0.998789 -0.0252803;
 -0.974107 1.02772 8.02651 -0.0240217 -0.0180164 0.999249 -0.0244875;
 -0.962588 1.01618 8.02284 -0.00449764 0.0097403 0.999651 -0.0241456;
 -0.95209 1.00417 8.02424 0.0449404 0.0715572 0.996071 -0.0264897;
 -0.934023 0.985541 8.0197 0.0454658 0.0949728 0.994079 -0.0268482;
 -0.903785 0.95872 8.00981 0.0188583 0.0739783 0.99675 -0.0257046;
 -0.803674 0.881549 7.98618 0.00554376 0.0221941 0.999475 -0.0229525;
 -0.803674 0.881549 7.98618 0.00554376 0.0221941 0.999475 -0.0229525;
 -0.775423 0.85886 7.98097 0.0210701 0.0494157 0.998292 -0.0229444;
 -0.745165 0.834876 7.97661 0.000628348 0.034303 0.999139 -0.0233148;
 -0.71235 0.808711 7.9733 0.0207731 0.0446825 0.99846 -0.0254911;
 -0.678256 0.780631 7.96751 0.0268699 0.0674011 0.997024 -0.0260441;
 -0.640905 0.751591 7.96107 0.0154281 0.0765706 0.996638 -0.0247447;
 -0.593872 0.719141 7.95339 0.0113343 0.0697358 0.997223 -0.0235467;
 -0.547545 0.689084 7.94569 0.0151027 0.0566964 0.998027 -0.0223488;
 -0.500832 0.658939 7.93741 0.0133009 0.0473616 0.99857 -0.0209161;
 -0.449848 0.626264 7.92797 0.0110931 0.0456823 0.998705 -0.0194485;
 -0.402964 0.596397 7.91932 0.0161641 0.0488001 0.998509 -0.018352;
 -0.35235 0.563451 7.90929 0.0122417 0.0527197 0.99839 -0.0169858;
 -0.301181 0.530726 7.8993 0.00458516 0.0545652 0.99838 -0.0154845;
 -0.252921 0.501747 7.89046 0.00169688 0.0523317 0.998528 -0.0141412;
 -0.201052 0.472346 7.8818 0.0023024 0.0323246 0.999391 -0.0129707;
 -0.155496 0.446465 7.87434 0.00337461 0.0155138 0.999804 -0.0118197;
 -0.11497 0.421754 7.86649 0.005469 0.0134377 0.999834 -0.0110065;
 -0.0769303 0.395543 7.85798 0.00487909 0.0233064 0.999665 -0.0101538;
 -0.0422501 0.370278 7.85137 0.002509 0.0374276 0.999252 -0.00941371;
 -0.0101215 0.348444 7.84725 0.000713744 0.0652142 0.997834 -0.00857773;
 0.0272216 0.327401 7.84207 0.000696753 0.0798436 0.996777 -0.00775683;
 0.0748501 0.305833 7.8354 0.00178409 0.0755427 0.997117 -0.00689105;
 0.122161 0.286082 7.82796 0.0029995 0.0616904 0.998072 -0.00607901;
 0.174324 0.26517 7.8199 0.00168967 0.0495148 0.998758 -0.00532058;
 0.221211 0.246934 7.81214 -0.00108791 0.0459599 0.998932 -0.00451515;
 0.270758 0.22894 7.80371 -0.00389128 0.0490256 0.998783 -0.00378871;
 0.317328 0.214085 7.79643 -0.00456049 0.0537259 0.998541 -0.00308009;
 0.369136 0.199671 7.78985 -0.00332225 0.0561031 0.998416 -0.00250546;
 0.421822 0.185263 7.78339 -0.00225302 0.0552365 0.998469 -0.00197913;
 0.470877 0.172443 7.77784 -0.00373876 0.0529412 0.99859 -0.001265;
 0.524274 0.15941 7.77204 -0.00771669 0.0515682 0.99864 -0.00047647;
 0.573476 0.148962 7.7665 -0.0124758 0.0514166 0.998599 0.000356394;
 0.623416 0.140569 7.76095 -0.0141459 0.052228 0.998534 0.0010785;
 0.677955 0.13374 7.75414 -0.0126802 0.0529513 0.998515 0.00155585;
 0.732683 0.128594 7.74538 -0.010292 0.0530451 0.998537 0.00185383;
 0.783285 0.124917 7.73716 -0.0119838 0.0527029 0.998536 0.00230783;
 0.833937 0.122041 7.72868 -0.0170017 0.0521913 0.998488 0.00300322;
 0.888663 0.120826 7.71975 -0.0218872 0.0519001 0.998406 0.00363622;
 0.938835 0.122414 7.712 -0.0221747 0.0521955 0.998383 0.00399367;
 0.993005 0.126632 7.7035 -0.0191061 0.0526433 0.998422 0.00421313;
 1.04377 0.131274 7.6955 -0.0149775 0.0527516 0.998486 0.00434214;
 1.09921 0.136375 7.68655 -0.014045 0.0526293 0.998505 0.00454351;
 1.15028 0.140971 7.67911 -0.0184482 0.0487086 0.998629 0.00512813;
 1.20418 0.146866 7.67286 -0.0225716 0.028424 0.999324 0.00577378;
 1.25003 0.15447 7.66678 -0.0231648 0.0168381 0.999571 0.00610914;
 1.29439 0.164533 7.66298 -0.0194904 0.0367551 0.999117 0.00583569;
 1.33903 0.175765 7.65857 -0.0136493 0.0647127 0.997794 0.00569813;
 1.38404 0.185844 7.6526 -0.0120167 0.0750128 0.997094 0.00571612;
 1.43749 0.196478 7.64545 -0.0158433 0.065444 0.997712 0.0060152;
 1.48827 0.206231 7.6388 -0.0207595 0.0362588 0.999104 0.00667732;
 1.53655 0.217387 7.63238 -0.021332 0.0329604 0.999206 0.00676166;
 1.58571 0.230242 7.62573 -0.0182669 0.0471244 0.998699 0.00673296;
 1.63437 0.243704 7.61977 -0.0121141 0.0608942 0.998049 0.00662414;
 1.68125 0.255032 7.61469 -0.00752382 0.0654085 0.997808 0.00659535;
 1.73084 0.264815 7.6092 -0.00956876 0.0613479 0.998046 0.00696405;
 1.78647 0.27375 7.60372 -0.0163579 0.0530124 0.998432 0.00748317;
 1.83806 0.283024 7.59838 -0.0194495 0.0478364 0.998635 0.0078136;
 1.89317 0.293664 7.59216 -0.015834 0.0480603 0.998688 0.0078155;
 1.94748 0.304933 7.58664 -0.00716495 0.0513545 0.998625 0.00767882;
 1.99748 0.313336 7.58189 -0.000268404 0.0543397 0.998494 0.00759495;
 2.05174 0.320312 7.57674 -0.000846398 0.0553768 0.998435 0.00776931;
 2.10241 0.324501 7.57247 -0.00895734 0.0540817 0.998463 0.00821404;
 2.15352 0.329026 7.56751 -0.0167453 0.0518957 0.998476 0.008507;
 2.20904 0.334307 7.56147 -0.0181445 0.0504903 0.998522 0.00872465;
 2.26033 0.340832 7.55595 -0.0103673 0.0505379 0.998631 0.00864453;
 2.31581 0.346944 7.55069 0.00342959 0.0512311 0.998646 0.00833732;
 2.37094 0.351723 7.54596 0.00893532 0.0522494 0.998561 0.00818888;
 2.42197 0.352544 7.54254 0.000398857 0.0525856 0.998578 0.00875335;
 2.47762 0.349787 7.53885 -0.0146593 0.0519506 0.998496 0.00956717;
 2.52817 0.350868 7.53476 -0.0200348 0.0510406 0.998445 0.010045;
 2.58246 0.354119 7.52924 -0.00966598 0.0506639 0.998619 0.00995251;
 2.63252 0.358251 7.52347 0.00418018 0.0508867 0.998651 0.00948827;
